EmployeeID,Name,Age,Gender,Department,JobRole,MaritalStatus,Education,EducationField,BusinessTravel,DistanceFromHome,HireDate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,TrainingTimesLastYear,Attrition
1020,Nitin Chavan,22,Female,R&D,Research Scientist,Divorced,1,Human Resources,Travel_Rarely,28,2026-12-17,0,0,0,0,28773,23,2,No,2,4,2,3,5,Yes
1021,Sameer Deshmukh,54,Male,IT,IT Manager,Single,1,Life Sciences,Travel_Rarely,21,2008-12-17,33,18,7,0,52879,24,1,Yes,1,3,2,3,3,No
1022,Ganesh Mehta,37,Female,Finance,Financial Analyst,Divorced,2,Medical,Travel_Frequently,21,2018-11-24,16,8,3,5,35620,12,1,No,3,3,3,3,1,No
1023,Om Bhosale,51,Male,Finance,Financial Analyst,Single,1,Other,Travel_Rarely,22,2011-08-03,30,15,8,5,49534,15,1,No,2,4,2,4,3,Yes
1024,Amit Mehta,34,Male,Operations,Supervisor,Married,5,Marketing,Travel_Rarely,5,2013-11-15,13,13,1,1,45509,15,2,No,2,4,3,3,0,No
1025,Priya Joshi,45,Female,IT,System Admin,Married,3,Marketing,Travel_Frequently,4,2023-05-28,22,3,2,0,25797,11,3,Yes,3,3,4,3,2,No
1026,Riya Mehta,30,Female,Sales,Account Manager,Married,3,Medical,Travel_Frequently,26,2018-03-21,8,8,6,2,42192,21,1,No,3,2,1,4,3,No
1027,Ananya Bhosale,31,Male,HR,Recruiter,Divorced,3,Marketing,Travel_Frequently,24,2019-08-18,7,7,5,1,30767,21,0,No,3,1,3,3,4,No
1028,Deepak Rao,29,Female,Operations,Supervisor,Single,3,Human Resources,Travel_Rarely,11,2019-08-09,7,7,1,0,31913,14,2,No,3,3,3,3,2,No
1029,Ananya Verma,26,Male,Sales,Account Manager,Married,4,Technical Degree,Travel_Frequently,28,2023-08-15,3,3,3,1,32161,11,1,No,4,4,3,3,6,No
1030,Isha Sharma,50,Male,Sales,Sales Executive,Divorced,2,Medical,Non-Travel,30,2009-05-08,29,17,1,0,48601,13,1,No,3,4,1,3,4,No
1031,Ritu Patil,38,Female,Sales,Sales Manager,Divorced,5,Medical,Non-Travel,8,2011-06-08,15,15,7,3,62410,21,0,Yes,3,3,3,3,5,No
1032,Sonal Patil,44,Female,IT,IT Manager,Divorced,3,Other,Travel_Rarely,3,2020-04-16,20,6,0,6,40767,23,2,Yes,2,4,2,4,3,No
1033,Swati Kulkarni,24,Female,Operations,Operations Executive,Divorced,4,Life Sciences,Travel_Rarely,2,2026-01-10,2,0,0,0,25366,25,0,Yes,1,2,2,3,4,No
1034,Vikram Gupta,31,Female,IT,System Admin,Married,3,Life Sciences,Travel_Frequently,14,2026-09-15,10,0,0,0,20026,23,0,No,4,4,3,3,3,Yes
1035,Tanvi Joshi,47,Male,R&D,Lab Technician,Married,4,Life Sciences,Travel_Frequently,3,2006-12-11,25,20,12,0,40275,14,2,No,2,2,4,3,2,No
1036,Divya Deshmukh,22,Male,R&D,R&D Manager,Married,4,Technical Degree,Travel_Rarely,30,2026-06-15,0,0,0,1,41736,25,1,Yes,4,2,3,3,1,Yes
1037,Sameer Nair,36,Male,HR,HR Manager,Divorced,4,Human Resources,Travel_Rarely,11,2024-08-20,12,2,2,0,41795,12,0,Yes,1,3,3,3,1,Yes
1038,Sneha Bhosale,39,Male,IT,IT Manager,Married,3,Other,Travel_Rarely,7,2018-11-26,16,8,4,2,42077,14,0,No,3,2,3,4,4,No
1039,Anjali Rao,51,Male,Operations,Operations Executive,Single,1,Marketing,Non-Travel,4,2012-10-23,29,14,14,2,47396,14,3,No,4,3,2,3,0,No
1040,Kavita Iyer,30,Female,Sales,Sales Manager,Divorced,5,Other,Travel_Rarely,30,2020-07-22,9,6,2,0,35908,17,1,Yes,2,2,4,3,0,No
1041,Sneha Deshmukh,46,Male,Finance,Financial Analyst,Single,3,Technical Degree,Travel_Rarely,10,2013-03-14,23,13,4,5,39764,17,0,No,4,3,3,3,0,No
1042,Isha Reddy,31,Female,R&D,Lab Technician,Divorced,5,Medical,Travel_Frequently,26,2026-08-25,9,0,0,0,19458,20,3,No,2,2,2,3,0,Yes
1043,Ananya Reddy,41,Female,R&D,Research Scientist,Single,5,Other,Travel_Rarely,21,2007-02-05,20,19,12,0,48903,17,1,Yes,3,3,1,4,1,No
1044,Om Bhosale,41,Male,Sales,Account Manager,Married,5,Other,Travel_Rarely,21,2014-10-25,20,12,9,3,56732,17,0,No,3,2,1,4,3,No
1045,Riya Deshmukh,27,Female,IT,System Admin,Married,3,Life Sciences,Travel_Rarely,17,2022-03-01,6,4,2,1,22031,21,0,No,2,4,1,3,3,No
1046,Rahul Rao,33,Male,Operations,Operations Manager,Married,2,Life Sciences,Travel_Rarely,20,2015-09-08,11,11,4,1,45403,25,1,No,3,2,4,3,4,No
1047,Divya Iyer,31,Female,Sales,Sales Executive,Divorced,3,Life Sciences,Travel_Rarely,2,2018-05-13,8,8,6,0,33998,19,1,No,4,2,3,4,5,No
1048,Ritu Nair,35,Female,R&D,Research Scientist,Married,3,Human Resources,Travel_Rarely,10,2013-01-05,13,13,11,0,46825,25,0,Yes,1,1,3,3,4,Yes
1049,Nitin Iyer,24,Male,Finance,Financial Analyst,Married,1,Human Resources,Travel_Rarely,18,2023-02-03,3,3,2,1,30885,20,0,No,4,2,1,4,5,Yes
1050,Swati Reddy,37,Female,Operations,Supervisor,Divorced,5,Technical Degree,Travel_Rarely,30,2025-10-18,16,1,1,4,27128,13,3,Yes,3,3,2,3,6,Yes
1051,Riya Joshi,32,Female,Sales,Sales Executive,Divorced,4,Other,Travel_Rarely,1,2024-12-23,9,2,1,0,28280,25,1,No,3,2,1,3,0,Yes
1052,Om Pawar,54,Female,IT,System Admin,Single,5,Life Sciences,Travel_Frequently,9,2017-12-22,31,9,3,0,45839,14,3,No,2,4,2,3,6,No
1053,Priya Deshmukh,22,Male,HR,Recruiter,Divorced,2,Technical Degree,Non-Travel,19,2026-11-21,0,0,0,1,20810,11,0,Yes,4,2,2,3,0,Yes
1054,Sonal Joshi,33,Female,IT,Software Engineer,Single,2,Medical,Non-Travel,2,2014-06-11,12,12,1,1,50740,21,0,No,3,3,2,3,5,No
1055,Rohan Reddy,24,Female,Sales,Sales Manager,Single,5,Other,Travel_Rarely,26,2025-03-14,1,1,1,1,41571,23,0,No,1,3,3,4,4,No
1056,Ganesh Verma,43,Male,R&D,Research Scientist,Divorced,2,Technical Degree,Travel_Frequently,12,2023-08-26,19,3,3,5,29638,20,3,Yes,2,3,3,3,5,No
1057,Deepak Gupta,46,Male,Finance,Accountant,Single,1,Marketing,Travel_Rarely,10,2024-01-12,22,2,1,5,29554,13,0,No,2,3,3,3,6,No
1058,Divya Kapoor,31,Female,HR,HR Manager,Married,2,Medical,Travel_Rarely,15,2019-10-17,7,7,4,2,54360,19,0,No,3,4,2,3,1,No
1059,Nitin Mehta,27,Female,Sales,Sales Executive,Married,2,Medical,Travel_Rarely,24,2023-04-17,5,3,1,1,25486,12,1,Yes,2,3,1,3,6,No
1060,Nitin Verma,46,Female,HR,HR Executive,Divorced,5,Human Resources,Travel_Rarely,21,2019-06-09,25,7,6,5,32125,22,1,No,3,3,2,3,0,No
1061,Divya Verma,31,Female,Operations,Operations Executive,Married,1,Human Resources,Travel_Rarely,17,2018-04-17,8,8,7,1,32759,16,2,No,3,4,1,3,1,No
1062,Sonal Chavan,51,Male,IT,System Admin,Divorced,3,Technical Degree,Travel_Rarely,15,2006-01-03,30,20,11,4,48972,17,1,No,3,3,3,3,3,No
1063,Swati Chavan,58,Female,Finance,Finance Manager,Single,4,Human Resources,Travel_Frequently,26,2023-03-12,35,3,1,2,43965,13,0,No,4,3,3,3,1,No
1064,Tanvi Mehta,51,Male,HR,HR Manager,Married,4,Other,Travel_Rarely,14,2019-06-05,28,7,4,5,47038,23,2,Yes,2,2,3,3,5,Yes
1065,Kavita Kapoor,57,Male,IT,Software Engineer,Divorced,3,Other,Travel_Rarely,1,2022-07-26,34,4,4,6,24928,21,0,No,3,4,2,3,6,Yes
1066,Neha Sharma,56,Male,Finance,Finance Manager,Single,2,Human Resources,Travel_Frequently,24,2020-04-16,33,6,3,5,51909,19,0,No,4,3,3,3,1,No
1067,Vikram Chavan,57,Female,Sales,Sales Manager,Divorced,4,Technical Degree,Travel_Rarely,3,2017-03-02,33,9,7,2,51305,21,0,No,3,4,2,4,4,No
1068,Vikram Gupta,44,Male,Finance,Accountant,Married,4,Marketing,Travel_Rarely,9,2011-02-11,21,15,6,2,47985,15,0,No,2,4,4,3,1,No
1069,Ganesh Deshmukh,23,Male,IT,Software Engineer,Single,5,Human Resources,Travel_Rarely,13,2026-11-22,0,0,0,1,18101,14,2,No,3,1,3,3,3,No
1070,Deepak Patil,32,Female,Sales,Account Manager,Single,1,Other,Travel_Frequently,12,2021-01-16,11,5,0,3,38015,19,2,No,2,1,1,3,4,No
1071,Aditya Reddy,49,Female,IT,System Admin,Divorced,4,Human Resources,Travel_Frequently,22,2026-02-28,28,0,0,5,25789,17,1,Yes,3,4,3,3,0,No
1072,Ganesh Patil,22,Female,IT,Software Engineer,Divorced,4,Other,Travel_Frequently,6,2026-05-02,0,0,0,0,23994,22,2,No,3,1,3,3,3,No
1073,Isha Bhosale,45,Male,Sales,Sales Executive,Single,4,Human Resources,Travel_Rarely,11,2017-07-25,22,9,9,1,41325,18,1,Yes,4,1,4,3,6,No
1074,Deepak Patil,39,Female,Operations,Operations Manager,Divorced,1,Medical,Travel_Rarely,27,2025-07-06,16,1,1,4,41086,17,0,No,3,2,3,3,2,Yes
1075,Amit Bhosale,38,Male,R&D,Research Scientist,Married,5,Human Resources,Travel_Rarely,26,2015-01-26,14,11,8,0,48153,22,3,Yes,3,3,3,3,2,No
1076,Riya Verma,25,Female,HR,Recruiter,Divorced,4,Human Resources,Travel_Rarely,7,2023-08-12,3,3,2,1,23832,13,2,Yes,3,3,4,4,1,Yes
1077,Om Patil,30,Male,R&D,Lab Technician,Divorced,3,Human Resources,Non-Travel,1,2019-03-09,7,7,0,1,31005,18,1,Yes,4,2,1,3,4,No
1078,Ananya Nair,26,Female,R&D,Research Scientist,Single,4,Technical Degree,Travel_Rarely,28,2025-03-12,5,1,0,1,25432,22,3,Yes,3,3,4,3,3,Yes
1079,Manish Nair,24,Female,Sales,Sales Manager,Single,1,Life Sciences,Travel_Rarely,11,2025-07-06,3,1,1,1,35507,22,0,No,3,1,2,3,0,No
1080,Sneha Rao,50,Male,IT,IT Manager,Divorced,2,Life Sciences,Travel_Rarely,28,2025-04-16,28,1,0,6,49380,23,1,Yes,4,4,3,3,2,Yes
1081,Nitin Reddy,32,Male,Sales,Sales Executive,Married,2,Marketing,Travel_Rarely,14,2018-09-02,8,8,2,1,27032,20,2,No,2,3,2,4,0,No
1082,Neha Rao,37,Male,Finance,Accountant,Single,2,Medical,Travel_Rarely,13,2015-09-10,15,11,6,2,30095,24,2,Yes,4,1,4,3,1,No
1083,Rohan Deshmukh,38,Male,R&D,Lab Technician,Single,2,Other,Travel_Rarely,7,2022-05-07,16,4,1,4,35137,25,1,No,2,2,3,3,6,No
1084,Suresh Deshmukh,24,Female,IT,IT Manager,Married,1,Life Sciences,Travel_Rarely,30,2025-09-15,1,1,1,1,33774,15,0,No,4,1,3,3,6,Yes
1085,Tanvi Reddy,41,Male,Sales,Account Manager,Married,1,Other,Travel_Rarely,15,2009-01-04,17,17,1,2,65656,13,0,No,2,2,1,3,6,No
1086,Manish Kulkarni,54,Female,R&D,R&D Manager,Single,1,Other,Travel_Rarely,2,2012-11-19,32,14,1,2,59256,20,1,Yes,2,3,2,3,6,No
1087,Ananya Chavan,47,Female,Sales,Sales Executive,Married,3,Marketing,Travel_Frequently,8,2014-11-12,26,12,0,6,44675,24,3,No,4,4,4,3,4,No
1088,Anjali Joshi,27,Female,Finance,Financial Analyst,Divorced,2,Human Resources,Travel_Rarely,1,2024-05-22,5,2,1,1,27305,23,3,No,1,4,4,3,6,No
1089,Sameer Mehta,37,Male,Finance,Financial Analyst,Married,2,Life Sciences,Travel_Rarely,4,2010-09-05,16,16,0,3,44128,12,0,No,4,4,1,3,1,No
1090,Suresh Kulkarni,38,Female,Operations,Operations Manager,Divorced,3,Technical Degree,Travel_Rarely,23,2024-04-07,16,2,2,4,48238,14,1,No,4,2,3,4,0,No
1091,Yash Verma,43,Male,Operations,Supervisor,Married,3,Technical Degree,Travel_Frequently,10,2019-06-24,21,7,5,4,29255,11,2,Yes,1,4,3,3,3,No
1092,Sonal Verma,47,Male,HR,Recruiter,Divorced,2,Human Resources,Travel_Rarely,28,2015-02-01,24,11,2,5,46375,12,2,No,3,3,4,3,5,No
1093,Kavita Mehta,47,Male,HR,Recruiter,Divorced,4,Technical Degree,Travel_Rarely,15,2007-05-06,24,19,19,0,44658,16,0,No,3,2,4,4,3,No
1094,Swati Chavan,58,Female,IT,System Admin,Married,5,Medical,Travel_Frequently,7,2024-09-24,36,2,1,2,19827,11,0,No,2,3,2,3,3,No
1095,Ganesh Deshmukh,43,Male,R&D,Lab Technician,Single,1,Human Resources,Travel_Rarely,4,2026-10-11,19,0,0,5,26206,21,1,No,4,4,3,3,4,No
1096,Deepak Patil,25,Female,Sales,Sales Manager,Married,3,Other,Travel_Frequently,27,2024-02-12,2,2,0,0,44599,21,0,Yes,3,3,2,3,5,No
1097,Suresh Verma,40,Male,IT,Software Engineer,Single,1,Human Resources,Non-Travel,22,2017-03-06,19,9,6,6,32651,23,1,Yes,3,3,4,3,3,No
1098,Amit Sharma,54,Male,Sales,Sales Executive,Single,1,Other,Travel_Rarely,22,2012-08-20,30,14,9,3,36547,22,0,Yes,1,3,4,4,0,Yes
1099,Ganesh Nair,49,Male,Sales,Sales Manager,Single,2,Life Sciences,Travel_Rarely,30,2007-07-22,28,19,7,1,54667,11,2,No,2,3,4,3,0,No
1100,Ananya Kulkarni,22,Female,R&D,Lab Technician,Married,2,Marketing,Non-Travel,6,2026-06-18,0,0,0,0,22762,19,0,No,4,2,3,4,3,No
1101,Nitin Reddy,36,Female,Sales,Sales Manager,Single,3,Medical,Non-Travel,23,2025-07-13,12,1,1,0,35022,19,2,Yes,3,4,4,3,2,Yes
1102,Karan Mehta,35,Male,R&D,Lab Technician,Divorced,5,Marketing,Travel_Rarely,8,2022-12-19,11,4,2,3,30427,13,2,Yes,3,3,2,3,3,Yes
1103,Riya Iyer,32,Male,Sales,Account Manager,Married,1,Human Resources,Travel_Rarely,26,2016-11-21,10,10,3,0,46554,12,2,Yes,2,4,3,3,6,No
1104,Amit Patil,44,Male,Operations,Operations Executive,Married,4,Medical,Travel_Frequently,12,2013-05-05,21,13,0,5,32418,15,0,No,3,4,1,3,1,No
1105,Priya Gupta,57,Male,Finance,Finance Manager,Married,5,Marketing,Travel_Rarely,22,2008-11-04,35,18,15,5,52349,12,2,No,2,1,4,3,0,No
1106,Yash Reddy,47,Male,Sales,Sales Manager,Married,5,Life Sciences,Travel_Rarely,14,2007-03-16,23,19,7,2,66372,19,2,No,3,3,1,3,3,No
1107,Divya Mehta,32,Female,Sales,Account Manager,Single,2,Life Sciences,Travel_Rarely,12,2016-03-21,10,10,3,2,41286,21,0,Yes,3,3,2,3,4,No
1108,Sameer Joshi,58,Male,Sales,Account Manager,Married,1,Human Resources,Travel_Frequently,25,2016-01-02,36,10,10,6,61367,13,1,No,3,4,1,3,2,No
1109,Ritu Reddy,49,Female,R&D,Research Scientist,Married,4,Human Resources,Travel_Rarely,10,2021-08-14,28,5,2,3,23406,11,1,No,3,4,2,3,2,Yes
1110,Sneha Mehta,43,Male,IT,System Admin,Divorced,5,Other,Travel_Rarely,23,2006-11-06,22,20,9,5,39630,13,2,Yes,3,1,3,4,4,No
1111,Neha Mehta,32,Female,IT,System Admin,Married,2,Human Resources,Travel_Frequently,27,2017-08-24,9,9,3,2,29652,11,0,No,4,4,3,3,1,No
1112,Sonal Gupta,30,Male,Finance,Finance Manager,Single,4,Life Sciences,Travel_Rarely,28,2021-09-23,8,5,1,1,38917,22,0,Yes,3,4,3,3,0,No
1113,Swati Gupta,31,Male,Sales,Sales Executive,Married,5,Other,Travel_Rarely,19,2019-01-24,7,7,0,1,28878,16,1,No,3,3,2,3,4,No
1114,Arjun Verma,44,Female,Finance,Accountant,Divorced,3,Human Resources,Travel_Frequently,1,2006-08-13,20,20,4,2,51525,22,1,Yes,3,3,3,3,4,Yes
1115,Riya Verma,35,Male,Sales,Sales Executive,Married,5,Other,Travel_Rarely,23,2014-08-05,12,12,1,1,42305,14,1,No,3,4,3,4,5,Yes
1116,Riya Reddy,50,Male,Finance,Finance Manager,Single,5,Technical Degree,Travel_Rarely,5,2009-02-20,26,17,5,1,59607,17,0,No,1,3,2,3,5,Yes
1117,Ganesh Bhosale,31,Female,Finance,Finance Manager,Married,1,Medical,Travel_Rarely,17,2018-06-07,8,8,0,1,50469,18,0,No,1,3,4,3,5,No
1118,Ritu Pawar,28,Female,Sales,Account Manager,Single,3,Medical,Travel_Frequently,18,2019-06-05,7,7,1,0,57208,17,2,No,2,4,4,3,3,Yes
1119,Manish Kulkarni,32,Male,Operations,Operations Executive,Single,4,Technical Degree,Travel_Frequently,28,2018-06-19,8,8,2,2,33486,16,0,Yes,4,3,1,3,2,No
1120,Sameer Verma,42,Male,Operations,Supervisor,Divorced,2,Technical Degree,Travel_Rarely,2,2016-01-18,18,10,3,0,44780,13,0,Yes,3,2,3,3,1,No
1121,Isha Nair,44,Male,Operations,Supervisor,Married,1,Marketing,Travel_Rarely,24,2019-06-08,21,7,2,5,42128,14,0,No,3,1,2,3,6,No
1122,Neha Mehta,34,Male,Operations,Operations Executive,Married,4,Human Resources,Travel_Rarely,30,2013-02-19,13,13,6,3,31397,15,2,Yes,3,3,4,3,1,No
1123,Priya Iyer,48,Female,Finance,Accountant,Divorced,3,Marketing,Travel_Rarely,1,2011-04-24,27,15,10,1,44373,14,2,Yes,3,2,3,4,5,Yes
1124,Priya Deshmukh,57,Male,Finance,Financial Analyst,Divorced,3,Human Resources,Non-Travel,29,2022-07-26,34,4,0,1,26602,14,0,No,1,3,3,4,1,Yes
1125,Divya Iyer,46,Female,Finance,Accountant,Divorced,1,Marketing,Travel_Frequently,21,2012-06-14,23,14,13,0,36067,20,2,No,2,1,2,3,6,Yes
1126,Amit Deshmukh,35,Female,Finance,Finance Manager,Divorced,3,Other,Travel_Rarely,23,2014-11-08,12,12,12,0,50134,19,1,Yes,2,3,1,4,2,Yes
1127,Amit Bhosale,28,Male,Operations,Operations Manager,Divorced,2,Marketing,Travel_Rarely,12,2019-06-26,7,7,3,2,44336,24,3,Yes,1,4,2,4,3,Yes
1128,Pooja Pawar,21,Male,Sales,Sales Executive,Single,3,Life Sciences,Travel_Rarely,19,2026-11-09,0,0,0,1,24153,21,2,Yes,1,4,2,3,2,No
1129,Sonal Iyer,51,Male,Sales,Account Manager,Single,1,Marketing,Travel_Frequently,16,2022-08-06,28,4,2,2,39206,16,1,No,3,3,4,3,5,No
1130,Nitin Sharma,28,Male,Operations,Supervisor,Divorced,3,Medical,Travel_Rarely,24,2026-04-26,6,0,0,0,30309,18,1,Yes,2,4,3,4,0,No
1131,Divya Reddy,57,Male,Sales,Account Manager,Single,3,Life Sciences,Travel_Frequently,4,2023-08-03,33,3,0,0,36374,17,0,Yes,3,3,3,4,4,No
1132,Arjun Kulkarni,38,Male,IT,Software Engineer,Single,3,Life Sciences,Travel_Rarely,7,2026-12-23,16,0,0,2,24686,16,0,No,1,3,2,3,3,No
1133,Amit Gupta,45,Female,R&D,R&D Manager,Divorced,4,Medical,Travel_Rarely,1,2014-12-02,23,12,12,3,54654,22,1,No,2,2,1,4,6,Yes
1134,Ananya Joshi,50,Female,IT,System Admin,Divorced,3,Human Resources,Travel_Rarely,13,2011-09-22,29,15,15,4,51728,24,0,No,3,3,3,3,2,No
1135,Amit Rao,54,Female,R&D,Lab Technician,Married,1,Human Resources,Travel_Rarely,17,2008-01-11,30,18,7,1,41903,14,1,Yes,3,2,4,4,5,No
1136,Rohan Iyer,47,Male,IT,System Admin,Divorced,3,Marketing,Travel_Rarely,26,2018-09-05,25,8,6,0,33058,21,0,No,4,3,3,3,6,No
1137,Karan Chavan,44,Male,R&D,R&D Manager,Single,5,Medical,Travel_Rarely,19,2014-02-07,21,12,4,0,56066,15,2,Yes,2,2,4,3,5,No
1138,Rahul Deshmukh,23,Female,Operations,Supervisor,Married,1,Other,Travel_Rarely,14,2026-11-07,0,0,0,1,27952,16,0,No,2,3,4,4,4,No
1139,Amit Patil,46,Female,Sales,Sales Manager,Married,5,Human Resources,Travel_Rarely,30,2011-12-07,22,15,0,0,69498,17,3,Yes,1,3,2,3,0,No
1140,Sonal Patil,45,Female,Operations,Supervisor,Single,1,Human Resources,Travel_Rarely,4,2023-10-05,21,3,0,1,36609,14,1,Yes,3,4,3,3,5,No
1141,Kavita Joshi,42,Female,Operations,Operations Executive,Divorced,5,Marketing,Non-Travel,9,2010-07-28,20,16,0,1,41262,21,2,No,3,3,1,3,6,No
1142,Isha Bhosale,34,Male,R&D,Research Scientist,Married,5,Medical,Travel_Frequently,30,2015-05-08,11,11,10,3,35218,25,2,No,3,1,1,4,6,Yes
1143,Swati Mehta,58,Male,R&D,R&D Manager,Single,2,Medical,Travel_Rarely,6,2014-08-08,34,12,11,3,56681,11,0,No,4,3,1,3,5,No
1144,Deepak Gupta,30,Male,IT,IT Manager,Single,1,Medical,Travel_Rarely,2,2018-04-28,8,8,1,1,54576,22,3,No,2,1,3,3,6,No
1145,Priya Rao,40,Male,IT,IT Manager,Single,2,Other,Travel_Frequently,13,2016-07-04,17,10,8,1,49277,13,1,Yes,3,1,3,3,3,Yes
1146,Anjali Verma,39,Male,Sales,Sales Executive,Married,1,Medical,Travel_Frequently,9,2015-01-19,15,11,0,3,43160,19,2,Yes,3,4,4,4,4,No
1147,Priya Patil,30,Male,Operations,Supervisor,Married,3,Technical Degree,Travel_Rarely,8,2025-07-15,7,1,0,1,24947,12,2,Yes,1,3,1,3,6,Yes
1148,Karan Pawar,47,Male,Sales,Account Manager,Married,3,Life Sciences,Travel_Rarely,24,2013-04-04,25,13,9,6,48280,13,1,Yes,1,3,4,3,2,Yes
1149,Isha Reddy,41,Male,R&D,R&D Manager,Divorced,5,Life Sciences,Travel_Rarely,9,2019-01-16,17,7,2,4,41612,17,1,No,4,4,3,3,0,Yes
1150,Priya Reddy,31,Male,IT,Software Engineer,Divorced,4,Human Resources,Travel_Rarely,4,2018-06-04,9,8,0,3,27066,21,1,Yes,3,4,3,3,1,Yes
1151,Rahul Deshmukh,40,Male,Finance,Finance Manager,Married,2,Life Sciences,Travel_Rarely,30,2024-04-22,17,2,1,4,41138,12,2,Yes,3,2,4,3,1,Yes
1152,Sameer Patil,52,Male,Operations,Supervisor,Divorced,1,Medical,Travel_Frequently,2,2024-12-10,29,2,2,5,33329,12,1,No,3,4,3,3,3,No
1153,Swati Kulkarni,48,Male,IT,IT Manager,Divorced,5,Human Resources,Non-Travel,21,2006-01-13,24,20,16,2,70490,23,2,Yes,2,3,2,3,5,No
1154,Vikram Deshmukh,45,Female,IT,IT Manager,Divorced,3,Other,Travel_Frequently,29,2024-06-18,21,2,0,5,51810,11,0,No,4,4,3,3,2,No
1155,Pooja Pawar,39,Male,R&D,Lab Technician,Divorced,4,Technical Degree,Travel_Frequently,18,2024-10-13,16,2,1,1,22019,21,1,No,4,3,2,3,1,No
1156,Aditya Gupta,31,Male,R&D,R&D Manager,Single,2,Life Sciences,Travel_Rarely,15,2019-11-14,7,7,0,0,53418,22,0,Yes,3,4,3,3,6,No
1157,Rohan Joshi,40,Female,R&D,Lab Technician,Married,4,Technical Degree,Travel_Frequently,23,2010-08-05,16,16,1,5,42917,12,1,No,3,4,4,3,0,No
